@relation Temperatura

@attribute temperaturaMS1 numeric
@attribute temperaturaMS2 numeric
@attribute temperaturaMS3 numeric
@attribute temperaturaMS4 numeric
@attribute temperaturaMS5 numeric
@attribute temperaturaMS6 numeric
@attribute temperaturaMS7 numeric
@attribute temperaturaMS8 numeric
@attribute temperaturaMS9 numeric
@attribute temperaturaMS10 numeric
@attribute temperaturaMS11 numeric
@attribute temperaturaMS12 numeric
@attribute temperaturaMS13 numeric
@attribute temperaturaMS14 numeric
@attribute temperaturaMS15 numeric
@attribute temperaturaMS16 numeric
@attribute temperaturaMS17 numeric
@attribute temperaturaMS18 numeric
@attribute temperaturaMS19 numeric
@attribute temperaturaMS20 numeric
@attribute temperaturaMS21 numeric
@attribute temperaturaMS22 numeric
@attribute temperaturaMS23 numeric
@attribute temperaturaMS24 numeric
@attribute temperaturaMS25 numeric
@attribute temperaturaMG {-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45}

@data
17,17,17,17,18,19,22,23,24,25,24,24,24,23,22,21,20,20,19,18,18,18,17,17,17,25
16,16,16,16,18,20,21,23,23,24,24,23,23,22,21,19,18,18,17,16,15,15,15,15,16,26
15,15,15,15,15,16,19,22,23,24,26,25,25,24,22,21,19,18,17,17,15,16,16,16,15,25
12,13,14,15,17,18,20,22,23,23,22,23,22,21,20,18,16,15,15,14,14,14,13,13,12,26
17,17,17,17,18,19,21,24,25,24,24,24,23,23,22,20,19,19,19,19,18,17,16,17,16,29
12,11,12,17,18,20,22,23,24,24,25,25,23,20,19,18,16,15,14,13,13,12,11,11,11,30
17,17,17,17,18,20,22,25,27,28,29,27,24,24,23,20,18,17,16,16,16,15,15,14,14,27
15,14,15,16,17,21,23,25,26,27,28,26,26,24,22,21,19,17,16,16,15,14,14,14,13,34
14,15,15,16,17,21,23,24,26,26,27,26,26,24,23,21,18,17,15,14,14,13,13,12,12,32
15,14,14,18,20,22,23,25,25,26,26,26,25,24,22,20,17,16,15,14,14,13,13,13,13,32
12,13,14,15,15,15,17,21,23,24,24,24,23,23,21,20,18,16,15,16,16,15,15,14,14,26
17,17,17,17,18,18,18,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,17,26
17,17,17,17,18,20,23,25,26,25,25,24,23,23,22,21,20,19,19,18,18,17,17,17,17,26
14,14,14,17,20,22,24,25,27,27,28,27,26,24,22,20,18,16,15,15,14,13,13,13,13,32
13,14,14,14,15,18,20,22,24,25,24,24,23,23,22,20,17,16,15,14,14,15,13,13,12,28
16,15,16,19,20,21,23,25,26,27,27,26,25,24,22,21,19,18,17,16,16,15,15,14,14,32
17,17,17,17,18,20,21,21,24,24,24,24,23,22,20,19,19,17,17,16,16,15,15,14,13,25
17,17,17,18,18,20,21,22,22,23,24,24,23,22,21,20,19,18,17,17,16,16,15,15,14,25
16,16,16,15,16,17,19,23,25,26,26,26,26,25,24,22,19,17,16,15,16,16,16,15,15,28
16,14,14,15,16,19,22,24,25,25,23,24,24,23,22,20,18,17,16,15,14,13,13,13,13,27
14,14,14,16,17,18,19,20,21,21,21,20,20,19,18,18,18,18,17,17,17,15,15,15,14,23
16,16,16,17,17,19,22,23,24,22,22,20,21,21,20,19,17,16,15,15,15,14,14,14,13,25
13,13,14,16,16,20,21,23,24,25,25,25,24,23,22,20,18,16,14,14,13,13,12,12,12,28
14,15,16,17,19,21,23,24,26,27,27,26,25,24,23,21,19,17,17,16,15,14,14,13,13,33
16,15,16,19,21,24,26,28,29,30,31,29,28,27,25,23,21,19,17,17,16,15,15,14,14,36
17,17,18,18,18,18,20,22,23,22,23,23,22,21,20,19,18,18,18,18,17,16,15,15,15,26
16,15,15,17,19,22,24,26,27,28,28,27,27,25,23,22,19,18,17,16,16,15,15,14,14,34
16,16,16,17,19,22,24,25,27,27,28,27,26,26,23,21,19,18,17,16,15,14,14,13,13,33
15,14,15,19,20,22,24,25,26,27,28,28,26,25,24,21,19,17,16,15,15,14,14,13,13,33
15,14,15,15,18,20,21,23,24,23,23,23,22,22,21,19,17,16,15,14,14,13,13,13,13,26
15,14,15,18,21,23,24,25,27,27,27,27,26,24,22,20,18,18,16,15,14,14,13,13,13,29
16,16,16,19,21,23,24,26,27,28,28,26,26,25,22,21,19,18,17,16,16,15,15,14,14,32
17,17,17,18,18,19,22,22,24,24,24,24,23,22,21,20,19,18,17,16,16,15,15,15,15,24
16,15,16,17,17,19,22,25,27,27,26,26,24,24,23,22,19,18,17,17,16,16,15,15,14,30
15,14,16,16,18,21,23,25,27,28,28,26,25,24,22,21,19,17,16,16,15,14,14,13,13,34
16,16,16,17,19,22,24,26,26,27,28,25,25,24,23,21,19,17,16,15,14,14,13,13,14,32
14,14,14,19,22,24,25,25,27,27,28,27,27,26,25,22,19,17,16,15,14,14,13,13,13,31
16,16,16,16,16,19,22,24,26,27,27,25,26,25,24,22,19,18,16,15,15,15,15,15,15,29
17,17,17,17,18,19,21,23,25,24,24,24,23,22,21,20,18,18,18,18,17,16,17,17,17,26
16,15,15,15,16,19,21,23,25,25,24,25,24,24,23,21,19,17,16,15,16,16,15,15,14,27
15,14,15,15,15,15,17,21,23,24,24,24,24,23,22,20,18,16,15,14,15,15,15,15,14,26
16,16,16,16,16,19,22,23,24,24,22,22,22,22,20,19,18,18,18,17,17,17,16,16,16,24
16,16,16,16,16,19,22,23,24,24,25,24,24,23,22,20,18,17,17,17,15,15,15,16,15,27
14,13,13,16,17,18,20,23,24,24,23,22,21,21,20,19,17,16,15,14,14,14,14,13,13,25
16,16,16,15,15,16,18,22,24,26,26,25,25,25,23,21,18,17,16,15,15,16,16,15,15,28
16,16,16,16,17,19,22,24,26,27,28,27,26,25,24,22,20,18,17,16,15,14,13,14,14,31
16,16,16,16,16,18,21,21,23,23,23,23,22,21,18,18,17,17,17,15,15,15,15,14,14,25
14,13,14,18,20,21,22,24,25,26,26,26,25,23,22,19,17,16,15,14,13,13,12,12,12,29
17,17,16,17,18,20,23,25,27,28,28,27,26,25,24,22,20,19,18,17,16,16,15,15,15,33
16,15,15,18,19,22,24,26,27,28,28,27,27,26,24,22,19,18,17,16,16,15,15,14,14,34
15,14,15,18,20,22,23,25,26,27,27,26,25,24,22,20,18,17,16,15,15,14,14,14,13,33
14,13,14,16,17,17,18,19,20,20,20,20,20,19,18,18,18,18,18,17,16,16,16,16,16,25
16,16,16,16,17,18,22,24,25,25,26,26,25,24,23,21,19,18,18,16,16,17,16,15,15,27
15,14,14,18,20,21,23,24,25,26,26,26,25,24,22,20,18,17,16,15,14,14,14,13,13,32
18,17,17,21,22,23,24,25,26,27,27,27,27,26,24,22,20,18,17,16,15,15,14,14,13,33
12,12,13,17,20,21,23,23,24,25,25,25,24,23,21,19,17,15,14,14,13,13,13,13,14,31
17,17,16,17,17,19,22,24,25,26,26,26,25,24,23,21,20,19,18,16,16,15,14,14,13,24
16,16,15,16,17,19,22,24,25,27,27,27,27,26,25,23,20,19,18,18,17,16,16,15,15,25
16,15,15,17,17,18,21,24,26,27,26,26,24,24,23,21,19,18,17,17,16,16,15,15,14,30
14,13,14,19,20,22,23,24,26,26,27,26,26,23,22,20,18,16,15,14,13,13,12,12,12,29
17,17,17,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,25
15,15,15,15,15,16,17,21,24,23,23,24,24,23,22,20,18,17,16,16,16,16,16,14,13,26
17,17,17,17,18,18,18,19,19,18,18,19,19,19,19,19,19,19,18,18,18,18,18,18,17,25
14,13,14,17,19,21,23,25,26,26,27,27,27,26,24,21,19,17,16,15,15,14,13,13,13,33
17,17,16,16,16,18,20,21,23,22,22,22,22,20,18,18,17,17,15,15,15,15,13,13,12,25
15,14,15,19,20,22,24,25,26,27,27,27,27,26,24,22,20,18,17,16,15,15,14,14,14,32
15,15,16,19,20,21,24,26,27,27,28,28,26,24,23,21,18,17,16,16,15,14,14,14,13,30
17,17,17,17,18,19,21,23,23,24,24,24,23,23,21,20,19,19,18,18,17,17,17,17,17,28
15,14,15,18,19,20,22,23,24,25,25,24,23,23,21,19,17,16,16,15,15,14,14,14,13,31
15,15,15,15,15,16,19,23,24,25,25,25,25,24,22,21,19,17,16,15,16,16,16,16,15,26
17,17,17,18,19,21,23,25,25,26,25,25,27,26,24,23,21,19,19,19,17,16,16,16,16,24
15,15,15,16,17,21,24,25,27,28,28,29,27,26,25,23,20,18,17,16,15,14,14,13,13,31
16,15,16,16,16,21,22,24,25,26,27,25,24,24,23,21,18,17,15,15,14,13,14,14,13,31
15,14,15,19,20,22,23,25,26,27,27,27,26,25,23,22,20,18,17,16,16,15,16,16,16,31
15,16,16,17,17,18,19,21,21,22,22,22,21,21,19,18,18,18,18,18,17,17,17,17,17,25
16,15,16,19,21,23,25,26,27,27,28,28,27,26,24,22,20,18,17,16,15,14,14,13,13,31
12,12,13,17,18,19,21,22,23,24,24,24,23,22,20,18,16,14,13,13,12,12,12,12,12,29
16,16,16,17,17,20,23,25,26,27,28,28,26,26,24,22,20,18,17,16,15,14,14,14,13,32
15,14,15,19,20,21,23,24,25,26,26,25,23,23,21,19,17,17,16,16,15,14,14,14,13,31
16,15,16,20,21,23,25,26,27,27,28,28,27,26,24,22,19,18,17,16,15,15,14,14,14,32
14,13,14,17,20,22,23,24,25,26,27,27,25,24,22,20,18,16,15,14,13,13,12,12,12,32
16,16,16,16,17,20,22,25,27,28,28,27,26,26,24,22,20,18,17,16,15,14,15,15,15,32
16,16,16,18,20,22,23,25,26,26,27,26,25,24,22,20,18,16,15,15,14,13,13,14,14,30
14,14,14,19,20,21,23,24,26,27,27,27,26,25,24,22,20,18,17,16,15,15,16,15,15,31
14,14,14,17,19,20,22,24,25,26,26,26,24,24,22,20,17,16,15,14,14,13,13,13,12,32
15,16,16,17,18,22,25,28,29,27,27,26,25,25,24,22,19,19,18,17,16,16,15,15,15,27
18,17,17,17,18,18,18,20,20,20,20,20,20,18,18,18,18,18,17,17,17,15,15,16,16,24
15,15,15,15,15,16,17,21,23,24,25,24,24,23,22,20,18,18,17,16,14,15,15,14,13,25
18,18,18,17,17,17,17,18,18,18,18,19,18,18,18,18,18,19,19,18,18,18,18,18,18,25
16,16,15,15,16,18,19,22,24,25,25,25,25,24,22,20,18,17,17,16,15,14,14,14,13,24
15,15,15,16,16,17,20,22,24,25,25,24,24,23,22,20,18,16,15,14,13,13,12,12,11,29
15,14,15,18,19,21,22,24,25,26,26,25,24,24,22,20,18,17,16,16,15,15,14,14,14,30
15,15,15,16,16,18,20,22,23,24,25,24,23,23,22,20,17,16,14,13,13,12,12,11,11,30
15,15,15,15,15,16,19,22,25,25,24,25,25,24,23,20,18,17,16,15,15,15,15,15,15,27
16,16,16,15,17,20,21,21,22,22,22,21,21,19,17,17,17,17,16,14,14,15,15,14,14,25
16,15,16,17,17,18,23,25,26,24,24,23,22,22,22,20,18,18,17,17,16,15,15,15,14,26
16,16,16,16,16,18,22,24,26,27,26,25,26,25,24,22,20,18,17,16,15,15,15,15,15,28
16,15,16,19,21,23,25,26,27,28,28,28,28,26,24,22,20,18,17,16,15,15,14,14,14,32
15,15,15,15,16,18,20,22,24,25,26,25,24,23,21,19,18,18,17,17,16,16,16,15,15,25
15,14,15,19,20,22,23,24,25,26,26,24,24,22,21,20,18,17,16,15,15,14,13,13,13,30
15,14,15,18,19,20,22,23,24,25,25,24,23,23,21,19,17,16,16,15,15,14,14,14,13,32
14,14,14,18,19,21,23,25,26,26,27,27,27,26,24,21,19,17,16,15,15,14,14,13,13,33
17,17,17,19,22,25,27,28,29,29,27,27,26,24,22,21,19,18,17,16,17,17,17,16,15,26
17,17,16,16,17,21,22,24,24,24,25,25,24,23,22,20,18,17,18,17,16,17,17,17,17,28
13,12,12,16,19,21,22,23,25,25,25,23,23,23,22,20,18,15,14,13,13,12,12,12,12,29
16,16,16,18,20,21,23,24,24,23,23,23,23,22,21,20,19,19,18,18,16,15,15,14,14,25
18,18,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,17,17,17,16,16,23
16,16,16,17,18,21,22,23,24,24,23,24,23,22,21,20,18,18,18,17,16,15,15,15,15,27
12,11,13,14,15,15,18,21,24,24,24,24,24,23,22,20,18,16,15,16,16,15,14,13,12,25
15,15,15,16,17,18,19,22,24,24,25,26,25,24,23,21,19,18,17,16,15,16,16,15,15,24
16,15,16,18,20,23,24,26,27,28,29,27,27,26,23,22,20,18,17,17,16,15,15,14,14,32
15,15,15,16,17,19,20,23,25,25,27,26,26,26,24,22,20,20,18,17,16,16,16,16,15,25
14,14,14,17,19,21,24,26,27,29,29,30,29,28,27,25,22,21,20,19,18,18,17,17,16,33
14,13,13,14,16,21,23,25,26,26,27,27,26,24,21,19,17,16,16,16,16,16,15,15,15,27
16,16,17,18,20,23,23,25,24,23,23,22,23,22,21,20,18,18,17,16,16,16,15,15,15,25
12,12,13,16,19,21,23,24,25,25,26,26,25,25,23,21,18,17,16,15,15,15,15,15,14,28
14,14,15,17,20,23,25,26,26,26,26,24,23,23,22,21,20,20,19,19,18,18,17,17,16,27
15,15,14,14,15,19,21,23,24,25,25,23,22,21,20,18,17,16,16,15,16,15,15,15,14,27
17,17,17,17,17,17,17,17,18,18,18,18,18,19,20,20,20,20,19,19,19,19,19,19,19,27
13,13,14,16,18,20,23,25,26,27,28,27,27,26,25,23,20,18,17,17,16,16,15,15,15,31
13,13,14,17,19,21,23,25,26,27,28,28,27,27,24,23,21,19,18,17,17,16,16,16,15,34
13,13,13,14,15,19,21,23,25,26,26,26,24,23,20,18,17,17,16,15,15,15,16,16,15,28
15,15,14,15,16,19,22,24,26,26,27,25,23,22,20,18,17,16,15,15,15,15,15,15,15,27
15,15,15,15,16,19,22,24,25,25,25,26,25,24,20,19,17,16,15,14,14,14,14,14,14,27
13,13,14,17,19,21,23,25,27,28,29,29,29,28,26,24,22,20,19,18,17,17,16,16,15,32
16,16,16,16,19,21,22,24,25,26,26,26,24,23,21,19,18,17,16,16,16,15,15,14,14,28
13,12,13,16,20,21,23,25,25,26,26,26,26,24,22,21,19,17,16,15,15,15,15,14,14,29
15,15,16,17,18,20,21,22,21,21,21,21,20,19,19,18,17,17,16,16,17,17,17,17,16,23
16,17,17,17,17,21,24,27,28,29,29,28,27,26,25,23,21,20,19,18,18,17,17,17,16,31
13,13,13,17,19,21,23,24,25,26,27,28,28,27,25,23,20,18,17,16,15,15,14,14,14,30
14,14,14,15,18,20,22,23,24,24,23,22,22,21,20,19,17,16,16,15,16,15,15,15,15,26
14,14,14,17,19,21,23,24,26,27,27,27,26,25,24,22,20,19,18,17,17,17,16,16,15,33
15,15,15,18,20,22,25,26,28,29,29,29,28,27,26,23,21,20,19,19,19,18,18,18,17,33
17,17,17,19,21,23,25,24,23,23,22,21,21,20,20,19,18,17,16,16,16,16,16,16,16,25
13,13,14,17,18,21,23,25,27,28,29,29,29,28,26,24,22,20,19,18,17,16,16,16,15,33
17,17,17,17,17,18,19,20,22,23,23,22,21,21,20,19,17,16,16,16,16,16,16,16,15,26
14,13,14,18,19,21,23,24,25,26,26,26,25,24,24,22,20,19,18,18,17,17,16,16,16,27
14,14,14,15,16,19,21,23,24,25,25,24,23,21,19,17,16,15,15,15,15,15,15,15,14,27
14,14,14,14,16,19,21,23,25,26,25,23,22,20,18,17,15,15,15,15,15,15,14,14,15,27
12,12,12,16,18,20,22,24,26,27,28,28,28,27,25,24,21,20,18,17,16,15,15,14,15,30
16,15,15,16,18,19,21,23,24,24,24,24,22,21,20,18,17,16,15,17,17,15,16,16,16,27
14,14,14,17,19,22,24,26,28,29,30,30,30,29,28,25,23,21,20,19,18,17,17,16,16,34
14,13,14,17,18,21,23,25,27,28,29,30,30,29,27,25,22,21,20,19,18,17,17,16,16,33
14,13,14,17,19,21,23,24,25,24,23,23,22,22,21,19,17,16,16,15,15,15,16,15,14,27
14,13,14,16,18,21,23,25,26,28,29,29,29,28,26,23,21,20,18,18,17,16,15,15,15,31
13,13,14,17,20,23,25,27,28,28,29,29,28,28,26,24,22,20,19,18,17,17,16,16,15,33
17,16,17,18,20,20,22,24,23,22,21,21,22,20,19,18,17,16,15,15,15,15,16,16,14,24
14,14,14,17,19,22,24,25,27,28,28,28,27,27,25,23,21,20,19,18,18,17,17,17,16,32
13,13,14,17,19,21,23,25,27,28,29,29,28,27,26,24,21,20,19,18,18,17,16,16,16,32
14,14,14,18,20,22,23,25,25,24,23,23,22,22,21,19,18,16,16,15,15,15,16,15,14,27
16,16,16,17,19,21,22,22,22,23,24,25,24,22,20,20,19,18,18,19,18,18,17,17,17,27
17,17,17,17,21,23,25,25,25,25,25,24,23,23,22,20,18,17,17,17,16,16,16,15,15,25
17,18,18,18,18,18,18,18,18,17,17,17,17,18,19,19,18,18,17,17,17,18,17,17,18,24
14,14,14,18,20,22,24,26,28,28,29,29,28,27,26,24,22,20,19,19,18,17,17,16,16,33
13,13,13,16,19,21,24,25,27,28,28,28,28,27,26,23,21,20,19,18,17,16,16,16,16,32
14,15,15,15,17,21,24,25,26,27,27,27,27,22,21,19,18,16,16,15,15,15,15,15,15,27
15,15,16,17,19,22,22,23,24,25,25,24,25,25,24,23,20,18,17,17,17,17,17,17,16,28
17,17,17,17,18,18,19,21,22,23,24,24,24,24,24,23,20,19,18,18,17,17,17,17,16,25
12,12,13,16,19,20,22,23,24,25,26,26,26,25,23,21,19,18,17,16,16,15,15,15,16,29
16,16,16,16,16,17,19,22,23,25,26,26,26,24,22,20,18,17,16,16,15,15,15,14,13,28
11,11,12,16,18,19,20,22,22,23,23,24,24,23,21,19,17,15,15,15,14,14,14,14,16,30
14,13,14,17,19,21,23,25,26,27,28,28,28,27,25,23,21,19,18,17,17,16,15,16,16,30
14,14,14,18,21,22,24,25,26,27,27,27,27,26,26,23,21,20,19,18,18,18,17,17,17,29
17,17,17,17,18,21,23,23,24,24,24,24,24,24,22,21,22,21,20,19,18,18,17,16,15,26
13,13,14,17,19,22,24,25,26,27,27,27,27,26,25,22,20,18,17,16,16,15,15,15,14,30
17,17,16,17,19,22,24,25,26,27,27,27,27,26,26,24,22,20,19,18,18,18,17,17,17,30
12,12,13,17,18,20,23,24,25,26,26,26,26,25,23,21,19,18,17,17,16,15,15,14,14,29
17,17,16,17,20,22,24,25,25,25,25,25,24,23,23,22,20,19,18,17,17,17,17,17,16,27
15,15,15,15,16,20,23,24,26,27,27,27,25,24,22,20,18,17,16,15,15,15,15,15,14,29
17,17,17,17,18,19,19,20,21,22,21,21,21,21,20,19,19,19,19,19,19,19,19,19,19,25
13,12,13,17,20,21,23,24,26,26,26,26,26,25,23,21,19,18,16,15,15,14,14,15,15,28
15,15,15,18,19,21,23,23,24,24,24,24,24,25,24,23,20,18,17,17,17,17,17,16,16,28
13,13,13,17,20,22,23,25,26,27,27,26,26,24,23,22,19,18,18,18,17,16,15,15,15,31
14,13,14,18,20,22,24,26,27,28,28,29,27,25,23,21,19,18,18,16,15,15,15,15,15,31
17,17,16,17,19,22,24,25,26,27,27,27,26,26,25,25,22,20,19,18,18,18,17,17,17,30
13,13,13,16,19,21,23,25,27,28,28,29,29,28,27,25,23,21,19,18,17,16,15,16,15,31
14,13,14,17,19,20,22,22,23,23,22,22,21,22,21,21,19,18,17,17,17,16,16,16,16,25
13,13,14,18,20,22,24,25,27,27,28,28,27,27,26,23,21,19,19,18,17,17,16,16,15,33
14,14,15,19,21,23,26,26,28,29,29,29,29,28,27,26,24,22,21,19,19,18,17,17,18,31
16,16,16,18,19,21,24,26,25,25,23,21,21,19,20,19,17,16,16,16,16,16,16,16,16,26
18,18,19,20,21,22,24,23,23,22,21,21,21,20,20,19,17,16,15,15,15,15,16,15,15,24
13,13,14,18,20,21,22,23,24,24,25,25,24,24,23,22,20,19,18,17,17,17,16,16,16,27
13,12,13,17,18,20,22,23,24,25,26,26,25,24,22,21,19,18,17,15,15,15,14,14,14,33
13,12,13,16,18,21,22,24,25,26,27,27,26,26,23,21,19,17,16,15,14,14,14,14,13,29
14,15,16,19,22,24,24,24,23,23,22,22,22,20,20,19,18,17,17,17,16,15,15,15,15,22
14,13,14,17,18,21,23,25,27,28,29,30,29,28,26,24,22,20,19,18,17,16,16,15,15,31
18,18,18,18,18,19,20,21,21,22,21,21,21,20,20,19,17,17,17,16,16,15,15,14,14,25
18,18,18,19,20,20,20,20,19,19,19,19,20,20,19,19,19,18,18,18,19,19,19,19,19,22
12,12,13,15,18,20,22,23,25,26,26,26,26,25,23,21,19,17,17,16,16,15,15,16,15,30
14,14,14,17,19,22,24,26,28,29,30,30,30,29,27,25,22,21,19,18,18,17,16,16,15,31
17,17,17,17,18,21,23,24,25,26,27,28,28,27,26,24,22,20,20,19,19,18,18,19,18,28
13,12,13,16,18,21,24,26,27,27,28,28,27,26,25,22,20,19,18,17,16,16,15,15,14,30
17,17,17,17,17,18,18,20,21,22,23,24,23,22,21,20,18,18,18,17,17,18,18,16,16,25
12,12,13,17,19,21,23,24,25,26,27,27,26,25,23,21,20,19,18,17,16,15,15,15,15,31
15,15,15,18,21,23,24,25,25,24,23,23,23,22,20,19,18,17,16,16,16,15,16,16,15,25
16,16,15,16,18,21,24,25,27,28,28,28,27,25,23,21,19,18,18,17,17,16,16,16,16,29
15,15,15,18,20,23,25,27,29,30,30,31,31,29,27,25,23,21,20,19,19,18,18,17,17,36
16,17,17,19,20,21,21,22,22,21,21,22,22,21,20,19,18,18,18,17,17,16,16,16,16,25
14,14,14,14,15,18,21,22,24,24,25,22,20,17,16,16,15,15,14,14,14,14,15,15,15,26
16,16,17,19,20,21,23,24,25,24,24,23,23,22,21,19,18,17,17,17,17,17,16,16,15,25
14,13,14,18,20,22,24,25,26,27,27,27,27,25,24,22,21,20,19,18,17,17,16,15,15,34
13,13,13,16,19,21,23,25,26,27,28,28,27,26,25,23,21,20,18,17,17,16,16,16,16,32
14,14,14,16,18,21,23,24,25,26,26,26,26,25,22,20,18,16,15,15,14,15,15,15,14,27
15,15,15,18,20,23,26,28,29,30,31,31,31,29,27,25,23,22,20,19,19,18,18,17,17,35
13,13,14,17,18,20,22,23,24,25,25,25,23,22,20,18,16,15,15,14,13,13,14,13,13,27
15,15,15,18,20,22,24,26,25,24,23,23,23,23,22,20,18,17,16,16,16,16,16,15,15,27
14,14,14,17,19,22,24,26,27,29,30,30,30,29,28,26,23,21,20,19,18,18,17,17,17,34
11,11,12,16,18,20,21,23,24,24,25,25,25,24,22,21,18,17,16,16,15,15,14,15,17,27
13,13,14,17,20,22,24,25,26,27,28,28,27,27,24,23,21,19,18,17,17,17,16,16,15,34
16,16,15,18,20,22,24,25,26,27,27,25,25,25,24,23,20,19,18,19,18,18,17,17,17,27
13,13,13,17,18,20,22,24,25,26,27,27,26,24,23,21,19,18,17,16,15,15,15,14,16,32
13,13,13,17,18,20,22,24,26,26,27,27,26,25,24,22,20,19,18,17,16,16,15,15,15,31
13,13,14,16,18,21,23,25,27,29,30,30,30,29,28,26,23,21,20,19,18,17,16,16,15,33
17,17,16,17,19,21,23,24,24,25,25,24,24,24,23,22,20,20,18,18,18,17,17,17,16,27
13,13,14,17,20,22,24,26,27,28,28,28,28,27,26,24,21,20,18,18,17,17,16,16,16,30
13,14,14,14,15,19,22,25,26,27,28,28,27,26,24,21,19,18,17,16,16,15,15,15,14,29
14,14,15,18,19,22,24,26,28,28,29,29,29,28,27,25,23,21,20,19,18,17,16,16,17,32
13,13,13,17,20,21,23,24,25,25,25,25,24,24,23,21,19,18,19,19,18,17,16,15,16,26
17,17,17,17,17,17,18,18,18,18,18,18,18,19,20,20,20,19,19,19,19,19,19,19,19,25
13,13,14,18,18,20,22,24,26,27,28,28,27,26,25,23,21,20,19,18,17,17,16,16,16,34
17,17,17,17,17,17,17,18,18,19,19,18,18,19,20,20,20,20,20,19,20,20,20,20,20,26
13,12,13,16,18,20,22,23,24,25,25,26,25,25,24,22,19,18,17,16,16,17,17,17,15,28
12,12,13,16,18,20,22,24,25,26,27,27,27,27,26,24,21,20,19,19,17,16,15,15,15,31
15,15,16,20,21,23,24,24,24,23,22,20,19,19,19,18,17,16,15,16,16,16,17,17,17,24
13,12,13,16,18,20,22,24,25,26,27,27,26,25,23,21,20,19,18,17,16,15,15,15,14,32
12,12,13,16,17,20,22,24,26,27,27,27,26,25,23,22,20,19,18,17,16,15,15,15,14,33
14,14,14,15,16,20,22,23,23,24,24,24,24,23,21,19,18,16,15,14,14,13,13,14,14,26
16,16,17,17,18,22,23,23,22,22,23,23,23,22,20,19,18,17,17,17,17,16,16,15,15,25
15,15,16,18,20,22,24,24,25,24,23,23,23,23,21,20,19,17,17,16,16,15,15,15,15,26
17,16,16,17,19,22,24,25,27,27,28,28,28,27,25,23,21,19,18,18,17,17,17,17,17,30
16,16,16,16,17,17,17,18,21,22,22,22,22,20,19,18,17,16,15,15,15,16,16,16,15,25
14,13,14,17,19,21,23,25,27,28,29,29,29,28,27,25,22,21,19,18,17,17,16,16,15,34
12,11,12,16,18,20,21,23,24,25,26,25,25,24,23,21,19,17,16,15,15,15,14,15,16,28
16,16,17,18,19,22,24,25,25,25,24,23,22,19,18,18,17,16,15,16,16,15,15,17,16,26
12,12,13,17,18,20,22,23,24,25,26,26,26,25,24,22,19,18,18,17,15,15,15,16,16,30
14,13,14,18,21,24,27,29,30,31,31,32,32,31,29,27,24,22,20,19,18,17,17,16,16,35
16,16,16,17,19,21,24,27,28,29,29,29,28,26,25,24,21,20,19,19,18,18,18,17,17,32
18,17,17,17,17,17,17,18,19,20,21,20,21,21,21,21,20,20,19,19,19,19,19,19,19,27
13,13,13,17,19,22,23,24,25,26,26,26,25,25,24,22,20,18,17,17,17,17,16,16,16,29
15,15,16,17,18,20,23,25,25,24,23,22,21,20,19,18,17,16,16,16,16,16,16,16,16,25
14,14,15,17,19,22,25,26,28,29,29,29,29,28,26,24,22,20,20,19,18,18,17,18,17,32
17,17,16,17,21,22,22,23,24,24,24,23,23,22,21,20,18,17,17,16,16,16,15,15,16,26
14,14,14,18,19,21,23,25,27,28,28,28,27,27,26,24,21,20,20,18,18,17,17,16,16,35
15,14,15,17,19,22,24,26,28,29,30,30,30,29,28,25,23,21,21,20,19,18,18,17,17,33
15,15,15,15,18,21,23,25,26,27,28,27,25,23,22,20,18,17,16,15,15,14,14,13,13,28
16,16,16,16,19,21,23,24,25,26,25,25,24,24,24,22,20,19,18,17,17,16,16,16,16,28
13,12,13,16,18,21,23,25,27,27,28,28,27,26,24,22,20,19,18,17,16,15,15,15,15,32
12,12,13,16,18,21,23,24,25,25,26,25,25,25,23,21,19,18,17,16,15,15,15,15,14,29
12,12,13,17,19,21,22,24,25,26,26,26,26,25,24,22,20,18,17,16,16,16,15,15,15,29
15,14,15,17,19,22,25,26,27,28,28,28,27,26,25,23,21,20,19,19,18,18,17,17,17,32
18,17,17,17,17,17,18,19,20,20,21,21,21,21,21,21,20,20,19,19,19,19,19,19,19,27
16,16,17,19,21,23,25,23,24,24,22,21,21,21,20,19,18,17,16,16,16,17,17,17,17,25
13,13,14,17,19,21,22,24,25,26,25,24,23,22,21,18,16,16,15,14,13,13,14,14,12,26
13,13,14,18,19,21,22,24,25,27,28,28,27,26,25,23,21,20,18,17,16,16,16,15,15,33
15,14,15,19,21,24,25,27,27,27,25,23,20,20,19,19,17,17,16,17,17,16,16,17,16,26
14,14,15,17,19,21,24,26,28,29,30,30,30,29,28,25,23,21,20,20,19,18,18,17,17,33
14,14,15,19,22,24,26,27,28,27,25,23,20,19,19,18,17,17,17,17,17,16,16,16,16,26
12,12,13,16,18,20,22,23,24,25,26,25,25,24,23,21,19,18,17,16,15,15,14,14,14,31
